RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Good,75,264.0,7,89,54,0,0,98,24.0,7,6,55,1,36,0,1,1,33,55.0,5,4,1.0,67,0.15600624024961,True,False,98.0,36
Bad,71,71.0,2,39,28,0,0,97,11.0,6,6,32,2,13,0,0,0,1,79.0,3,2,1.0,26,0.5319148936170213,True,True,88.0,8
Good,76,333.0,8,145,15,1,1,94,70.0,7,4,16,2,19,36,4,4,32,,2,2,0.0,50,0.15600624024961,True,False,94.0,8
Good,87,182.0,8,73,45,0,0,98,57.5,7,6,45,4,20,15,0,0,4,46.0,2,2,0.0,20,0.15600624024961,True,False,100.0,9
Good,76,179.0,4,94,19,0,0,95,61.0,7,6,22,1,64,11,0,0,93,80.0,1,2,0.5,100,0.15600624024961,True,False,86.0,22
Bad,91,447.0,24,110,27,0,0,100,122.0,7,7,27,0,15,22,0,0,2,,3,1,0.0,33,0.15600624024961,False,False,100.0,8
Good,76,157.0,15,93,10,2,1,91,40.0,7,5,11,0,18,0,0,0,0,,0,2,0.0,0,0.15600624024961,True,False,91.0,0
Good,78,292.0,11,79,16,0,0,100,122.0,7,7,16,1,44,0,2,2,33,85.0,2,3,1.0,71,0.15600624024961,False,False,100.0,11
Good,66,267.0,1,53,20,0,0,92,76.0,7,6,24,3,21,0,0,0,50,52.0,5,3,4.0,57,0.15600624024961,True,False,83.0,13
Bad,66,176.0,7,83,17,0,0,94,8.0,6,6,17,1,35,36,0,0,64,,2,1,2.0,57,0.5319148936170213,True,True,100.0,9
Bad,73,271.0,56,148,8,1,1,88,47.0,7,6,8,0,38,0,0,0,0,,1,2,0.0,75,0.15600624024961,True,False,100.0,6
Bad,77,330.0,8,72,16,0,0,100,122.0,7,7,16,3,56,0,0,0,0,,0,3,0.0,43,0.15600624024961,False,False,100.0,6
Bad,55,80.0,20,43,3,2,2,50,38.0,7,2,5,0,100,0,0,0,27,68.0,3,2,0.5,100,0.15600624024961,True,False,60.0,5
Good,91,230.0,12,135,18,0,0,100,122.0,7,7,32,0,16,12,0,0,10,,1,2,0.0,25,0.15600624024961,False,False,56.0,8
Bad,71,208.0,3,62,28,1,1,97,40.0,7,2,29,6,34,0,1,1,27,97.0,4,3,0.0,50,0.15600624024961,True,False,97.0,14
Bad,67,199.0,2,66,26,1,1,80,11.0,6,4,40,4,13,1,4,4,20,,3,2,0.0,30,0.5319148936170213,True,True,65.0,12
Bad,65,149.0,10,69,22,0,0,96,11.0,6,6,23,1,48,0,0,0,73,91.0,5,2,3.0,78,0.5319148936170213,True,True,96.0,17
Good,82,176.0,18,107,40,0,0,100,122.0,7,7,40,0,35,0,0,0,0,75.0,2,2,1.0,21,0.15600624024961,False,False,100.0,8
Good,69,272.0,7,90,11,1,1,92,9.0,2,2,12,2,42,0,0,0,35,95.0,3,1,1.0,71,0.5319148936170213,True,True,92.0,8
Good,75,175.0,2,61,35,0,0,100,122.0,7,7,38,7,34,2,2,2,16,83.0,3,2,2.0,33,0.15600624024961,False,False,92.0,12
Good,61,158.0,20,71,21,0,0,95,47.0,7,6,21,0,29,0,1,1,95,,7,2,4.0,100,0.15600624024961,True,False,100.0,21
Good,78,221.0,4,108,13,0,0,100,122.0,7,7,15,1,40,3,4,4,90,,2,2,2.0,80,0.15600624024961,False,False,87.0,12
Good,88,211.0,7,85,38,0,0,97,51.0,7,6,38,1,8,36,1,1,0,,1,2,0.0,4,0.15600624024961,True,False,100.0,1
Good,77,368.0,29,130,16,1,1,71,29.0,7,3,17,0,18,0,0,0,12,31.0,4,1,0.0,50,0.15600624024961,True,False,94.0,8
Good,81,335.0,10,81,31,0,0,94,11.0,6,6,33,1,50,0,1,0,19,34.0,2,5,0.0,64,0.5319148936170213,True,True,94.0,21
Bad,72,177.0,0,48,31,0,0,100,122.0,7,7,34,7,47,0,12,12,45,93.0,6,6,2.0,60,0.15600624024961,False,False,91.0,20
Good,76,149.0,15,62,13,0,0,100,122.0,7,7,13,0,38,0,0,0,0,55.0,0,3,0.0,75,0.15600624024961,False,False,100.0,9
Good,63,152.0,2,58,30,0,0,91,71.0,7,6,32,5,44,0,4,4,67,57.0,5,5,2.0,91,0.15600624024961,True,False,94.0,29
Good,80,320.0,1,81,27,0,0,100,122.0,7,7,31,3,45,6,0,0,40,69.0,4,3,0.0,88,0.15600624024961,False,False,87.0,27
Bad,65,155.0,8,37,20,1,1,95,8.0,6,6,21,1,38,0,2,2,49,87.0,5,5,1.0,67,0.5319148936170213,True,True,95.0,14
Bad,66,398.0,4,77,48,0,0,94,1.0,6,6,49,5,16,0,2,2,14,56.0,11,2,1.0,52,0.5319148936170213,True,True,98.0,25
Bad,75,160.0,4,57,30,0,0,100,122.0,7,7,31,5,55,0,2,2,7,85.0,3,9,0.0,86,0.15600624024961,False,False,97.0,26
Bad,70,242.0,23,57,7,1,0,50,15.0,7,5,20,0,75,0,1,1,27,57.0,3,3,0.5,100,0.15600624024961,True,False,35.0,20
Good,61,106.0,17,60,6,0,0,86,1.0,6,6,7,0,43,5,0,0,84,,2,2,2.0,67,0.5319148936170213,True,True,86.0,4
Good,92,406.0,8,149,12,0,0,100,122.0,7,7,13,1,38,0,2,2,5,92.0,1,1,0.0,50,0.15600624024961,False,False,92.0,6
Bad,67,314.0,0,108,10,1,0,92,8.0,5,5,12,2,17,0,1,1,60,,5,1,2.0,75,0.5319148936170213,True,True,83.0,9
Good,74,183.0,10,44,12,0,0,100,122.0,7,7,12,1,33,6,1,0,39,,2,1,1.0,75,0.15600624024961,False,False,100.0,9
Bad,70,373.0,4,101,23,0,0,96,7.0,6,6,25,4,52,0,5,5,49,100.0,2,1,0.0,75,0.5319148936170213,True,True,92.0,18
Bad,58,122.0,5,52,12,2,1,85,14.0,2,5,13,2,46,36,1,1,72,73.0,5,4,2.0,100,0.5319148936170213,True,True,92.0,13
Bad,65,134.0,5,79,16,5,2,61,9.0,6,2,23,2,30,36,0,0,18,96.0,2,2,0.0,57,0.5319148936170213,True,True,70.0,13
Bad,66,183.0,2,66,17,3,3,89,44.0,2,4,26,3,58,36,2,2,42,,3,1,1.0,80,0.5319148936170213,True,True,65.0,20
Good,77,165.0,12,75,20,0,0,95,57.5,7,6,20,0,20,0,0,0,41,44.0,4,2,1.0,43,0.15600624024961,True,False,100.0,8
Good,86,181.0,8,82,29,0,0,97,81.0,7,6,31,1,42,8,0,0,3,,1,1,0.0,14,0.15600624024961,True,False,94.0,4
Bad,61,118.0,19,63,26,1,0,78,14.0,7,5,27,0,41,0,3,3,65,67.0,3,4,1.0,88,0.15600624024961,True,False,96.0,23
Good,65,169.0,32,78,17,4,3,70,23.0,7,3,20,0,30,1,7,7,5,27.0,2,4,1.0,60,0.15600624024961,True,False,85.0,12
Good,73,335.0,2,97,13,2,1,76,7.0,6,4,17,2,35,36,2,2,0,70.0,1,5,0.0,43,0.5319148936170213,True,True,76.0,7
Good,86,160.0,7,129,14,0,0,100,122.0,7,7,14,1,64,6,0,0,2,91.0,2,1,0.0,100,0.15600624024961,False,False,100.0,14
Bad,74,61.0,2,22,7,0,0,100,122.0,7,7,8,4,50,0,1,1,38,96.0,2,1,0.0,100,0.15600624024961,False,False,88.0,8
Good,69,335.0,6,90,35,0,0,97,3.0,6,6,36,1,43,0,4,4,10,32.0,5,7,0.0,60,0.5319148936170213,True,True,97.0,21
Good,71,196.0,8,76,10,2,1,91,54.0,7,5,11,1,36,3,2,2,57,,3,3,0.0,86,0.15600624024961,True,False,91.0,9
Good,89,384.0,4,111,31,0,0,100,122.0,7,7,33,2,30,3,3,3,12,,1,1,0.0,33,0.15600624024961,False,False,94.0,10
Bad,71,227.0,2,56,60,0,0,92,1.0,6,6,62,7,77,36,2,2,0,92.0,0,5,0.0,71,0.5319148936170213,True,True,97.0,44
Bad,68,150.0,3,67,20,0,0,90,6.0,6,6,20,4,60,0,3,3,69,71.0,3,3,1.0,75,0.5319148936170213,True,True,100.0,15
Good,63,193.0,3,66,24,0,0,83,7.0,6,6,24,2,8,36,0,0,70,100.0,5,1,2.0,78,0.5319148936170213,True,True,100.0,18
Good,77,215.0,3,80,17,0,0,89,22.0,7,6,18,2,11,0,4,4,2,,3,1,0.0,33,0.15600624024961,True,False,94.0,5
Good,77,210.0,6,85,36,0,0,100,122.0,7,7,39,1,19,36,1,1,30,53.0,3,2,1.0,31,0.15600624024961,False,False,92.0,12
Bad,70,156.0,3,76,16,0,0,100,122.0,7,7,16,3,69,0,0,0,96,46.0,1,3,0.5,67,0.15600624024961,False,False,100.0,10
Good,77,225.0,9,88,44,0,0,98,23.0,7,6,58,3,21,10,0,0,22,,10,1,0.0,65,0.15600624024961,True,False,76.0,37
Bad,65,56.0,1,35,37,0,0,100,122.0,7,7,39,3,13,0,0,0,65,93.0,15,2,8.0,62,0.15600624024961,False,False,95.0,24
Bad,72,169.0,3,76,39,0,0,98,20.0,7,6,41,5,39,0,3,2,26,92.0,4,4,1.0,53,0.15600624024961,True,False,95.0,21
Good,68,224.0,23,131,9,0,0,89,37.0,7,6,11,0,11,12,0,0,87,,5,1,3.0,75,0.15600624024961,True,False,82.0,8
Good,79,76.0,2,36,18,1,1,95,48.0,7,3,21,4,50,36,3,3,1,96.0,2,3,0.0,50,0.15600624024961,True,False,86.0,10
Bad,68,126.0,3,63,29,0,0,97,36.0,7,6,29,3,17,3,2,2,79,,4,1,3.0,83,0.15600624024961,True,False,100.0,24
Bad,57,331.0,3,115,8,7,4,50,1.0,3,2,16,1,19,0,1,1,24,100.0,2,2,0.0,44,0.5319148936170213,True,True,50.0,7
Good,82,209.0,40,107,23,0,0,100,122.0,7,7,24,0,21,0,8,8,19,,2,1,0.5,50,0.15600624024961,False,False,96.0,12
Good,80,265.0,2,92,40,0,0,95,33.0,7,6,42,2,38,0,1,1,7,100.0,4,6,1.0,71,0.15600624024961,True,False,95.0,29
Good,71,59.0,2,21,6,0,0,100,122.0,7,7,8,4,50,1,2,2,44,95.0,2,2,0.0,67,0.15600624024961,False,False,75.0,5
Bad,73,115.0,3,55,40,0,0,100,122.0,7,7,40,6,58,7,0,0,58,79.0,4,4,1.0,82,0.15600624024961,False,False,100.0,32
Bad,77,56.0,1,20,10,0,0,100,122.0,7,7,11,4,36,8,0,0,5,77.0,3,3,0.0,67,0.15600624024961,False,False,91.0,7
Bad,65,167.0,1,37,11,1,1,93,17.0,7,3,14,7,21,0,3,3,23,91.0,8,2,0.0,85,0.15600624024961,True,False,79.0,11
Good,83,305.0,9,108,18,0,0,100,122.0,7,7,19,3,17,9,0,0,24,,4,2,0.0,80,0.15600624024961,False,False,95.0,15
Bad,63,62.0,6,31,8,0,0,100,122.0,7,7,8,2,25,0,3,3,91,139.0,5,1,1.0,86,0.15600624024961,False,False,100.0,6
Bad,79,134.0,8,58,30,0,0,100,122.0,7,7,30,2,13,0,1,1,11,63.0,8,2,1.0,53,0.15600624024961,False,False,100.0,15
Good,85,241.0,7,120,36,0,0,100,122.0,7,7,36,1,39,2,1,1,1,20.0,3,4,0.0,50,0.15600624024961,False,False,100.0,18
Bad,88,138.0,2,71,21,0,0,100,122.0,7,7,24,3,33,36,0,0,4,,2,1,0.0,75,0.15600624024961,False,False,88.0,18
Bad,62,183.5,9,42,10,2,1,83,5.0,5,5,12,2,33,1,1,1,14,90.0,4,1,1.0,63,0.5319148936170213,True,True,83.0,7
Good,88,232.0,15,110,28,0,0,100,122.0,7,7,28,0,32,0,0,0,5,72.0,3,2,0.0,63,0.15600624024961,False,False,100.0,17
Good,89,190.0,5,55,14,0,0,100,122.0,7,7,15,1,47,5,1,1,0,,0,3,0.0,30,0.15600624024961,False,False,93.0,4
Bad,63,257.0,6,90,28,0,0,93,2.0,6,6,29,4,14,0,5,5,60,87.0,3,3,1.0,60,0.5319148936170213,True,True,97.0,17
Good,64,111.0,5,50,14,2,2,81,39.0,7,2,16,1,31,1,7,7,43,69.0,4,2,0.0,100,0.15600624024961,True,False,88.0,16
Good,82,224.0,5,70,37,0,0,97,48.0,7,6,38,1,50,17,0,0,23,83.0,1,5,0.0,50,0.15600624024961,True,False,97.0,19
Good,90,279.0,5,123,23,0,0,100,122.0,7,7,26,1,42,0,1,0,5,101.0,2,2,0.0,67,0.15600624024961,False,False,88.0,17
Bad,59,279.0,4,70,7,0,0,63,7.0,6,6,8,2,25,1,1,1,72,40.0,4,2,1.0,86,0.5319148936170213,True,True,88.0,6
Bad,60,191.0,34,93,5,5,2,46,6.0,5,2,40,0,46,0,4,4,30,,1,1,0.0,67,0.5319148936170213,True,True,12.0,26
Good,80,229.0,0,87,12,0,0,100,122.0,7,7,13,2,15,0,0,0,53,,2,1,2.0,38,0.15600624024961,False,False,92.0,4
Good,67,267.0,15,70,36,0,0,100,122.0,7,7,36,0,36,0,5,5,50,,6,1,3.0,44,0.15600624024961,False,False,100.0,15
Bad,57,60.0,35,46,4,5,5,75,42.0,7,6,9,0,50,0,1,1,9,93.0,2,1,0.0,100,0.15600624024961,True,False,44.0,9
Bad,69,101.0,2,54,23,1,1,88,20.0,7,2,26,6,50,0,3,2,27,57.0,1,7,0.0,57,0.15600624024961,True,False,88.0,14
Good,90,376.0,4,130,17,0,0,100,122.0,7,7,27,2,53,4,1,1,1,89.0,2,2,0.0,57,0.15600624024961,False,False,63.0,15
Good,78,164.0,10,82,15,0,0,100,122.0,7,7,16,1,38,0,0,0,56,69.0,3,2,0.0,83,0.15600624024961,False,False,94.0,13
Bad,84,239.0,6,63,25,0,0,100,122.0,7,7,27,4,37,0,5,5,7,,2,2,0.0,20,0.15600624024961,False,False,93.0,5
Bad,73,131.0,4,63,19,1,0,85,20.0,7,5,26,2,62,36,1,1,25,17.0,1,4,0.5,100,0.15600624024961,True,False,73.0,26
Bad,70,155.0,4,53,17,1,1,83,23.0,7,4,36,1,44,36,3,3,43,78.0,4,4,1.0,80,0.15600624024961,True,False,47.0,28
Good,86,442.0,2,106,20,0,0,100,122.0,7,7,21,1,33,0,0,0,5,47.0,2,1,1.0,43,0.15600624024961,False,False,95.0,9
Bad,75,60.0,20,32,13,0,0,100,122.0,7,7,13,0,31,0,4,3,40,75.0,1,2,1.0,50,0.15600624024961,False,False,100.0,6
Bad,86,269.0,16,97,22,0,0,100,122.0,7,7,22,0,32,0,4,4,0,,2,2,1.0,33,0.15600624024961,False,False,100.0,7
Good,74,225.0,5,95,32,0,0,94,19.0,7,6,32,2,56,36,1,1,41,90.0,6,5,0.0,92,0.15600624024961,True,False,100.0,29
Good,73,354.0,13,80,25,0,0,100,122.0,7,7,25,0,8,15,0,0,36,,10,1,2.0,61,0.15600624024961,False,False,100.0,15
Bad,80,115.0,2,36,6,0,0,100,122.0,7,7,13,4,14,0,5,5,4,95.0,3,1,0.0,67,0.15600624024961,False,False,46.0,8
Bad,59,159.0,11,74,2,1,1,33,11.0,3,3,3,1,100,0,0,0,27,,3,1,0.5,100,0.5319148936170213,True,True,67.0,3
Good,83,187.0,13,99,12,0,0,92,6.0,6,6,22,0,17,22,0,0,23,,1,1,0.0,50,0.5319148936170213,True,True,55.0,11
Bad,85,122.0,5,105,18,0,0,100,122.0,7,7,28,2,44,36,4,4,11,,2,1,0.0,75,0.15600624024961,False,False,64.0,21
Good,83,269.0,14,122,17,0,0,100,122.0,7,7,17,0,47,0,0,0,24,,4,1,0.0,100,0.15600624024961,False,False,100.0,17
Bad,71,228.0,5,85,35,0,0,100,122.0,7,7,40,3,40,36,4,4,62,23.0,4,2,1.0,54,0.15600624024961,False,False,88.0,21
Bad,65,176.0,3,101,34,0,0,92,14.0,7,6,36,1,28,0,3,3,87,0.0,9,3,6.0,92,0.15600624024961,True,False,94.0,33
Bad,76,190.0,6,65,23,0,0,96,29.0,7,6,24,3,33,0,1,1,70,92.0,3,2,2.0,71,0.15600624024961,True,False,96.0,17
Bad,49,103.0,4,48,10,12,9,53,7.0,2,2,17,1,35,36,2,2,37,66.0,5,2,0.0,80,0.5319148936170213,True,True,59.0,13
Good,75,311.0,8,117,40,0,0,100,122.0,7,7,45,2,42,0,5,5,34,,4,2,2.0,45,0.15600624024961,False,False,89.0,20
Good,70,184.0,5,82,20,4,4,79,44.0,7,2,24,2,46,4,3,3,35,,2,2,0.5,83,0.15600624024961,True,False,83.0,19
Bad,77,169.0,29,94,13,1,1,93,32.0,7,2,15,0,33,0,0,0,0,,1,1,0.0,50,0.15600624024961,True,False,87.0,7
Bad,65,203.0,8,93,16,2,2,94,21.0,7,6,22,2,69,36,1,1,98,93.0,3,9,2.0,100,0.15600624024961,True,False,73.0,22
Bad,65,106.0,5,42,11,1,0,92,22.0,7,5,13,3,31,0,2,2,60,,4,1,1.0,83,0.15600624024961,True,False,85.0,10
Bad,69,232.0,1,59,16,0,0,95,22.0,7,6,57,6,47,0,5,5,54,74.0,2,5,0.5,78,0.15600624024961,True,False,28.0,44
Bad,69,202.0,3,51,32,0,0,97,11.0,6,6,32,6,72,0,0,0,36,75.0,4,5,0.0,100,0.5319148936170213,True,True,100.0,32
Bad,58,470.0,7,146,5,1,1,83,1.0,2,2,6,1,0,0,0,0,36,,3,2,0.5,75,0.5319148936170213,True,True,83.0,4
Good,85,251.0,5,80,45,0,0,98,43.0,7,6,48,3,17,0,1,1,3,,2,1,0.0,20,0.15600624024961,True,False,94.0,9
Bad,63,27.0,8,14,6,0,0,86,12.0,7,6,7,2,43,0,0,0,66,21.0,2,2,1.0,80,0.15600624024961,True,False,86.0,5
Good,75,173.0,1,103,24,0,0,96,42.0,7,6,25,1,44,0,0,0,28,20.0,4,6,1.0,71,0.15600624024961,True,False,96.0,17
Bad,79,190.0,3,53,27,0,0,100,122.0,7,7,28,2,4,36,0,0,55,,2,2,1.0,50,0.15600624024961,False,False,96.0,14
Good,65,221.0,11,77,42,0,0,95,34.0,7,6,42,2,60,0,0,0,71,68.0,6,9,3.0,94,0.15600624024961,True,False,100.0,39
Good,66,144.0,1,66,39,1,0,88,6.0,6,5,41,3,2,0,2,2,29,,6,1,1.0,33,0.5319148936170213,True,True,95.0,13
Good,84,169.0,34,95,17,0,0,100,122.0,7,7,17,0,35,0,1,1,31,,2,1,0.0,50,0.15600624024961,False,False,100.0,8
Bad,80,290.0,5,82,14,0,0,87,17.0,7,6,15,2,60,0,0,0,16,44.0,3,4,0.0,78,0.15600624024961,True,False,93.0,11
Bad,74,123.0,2,59,3,1,0,57,7.0,6,5,7,1,57,0,6,5,5,99.0,1,1,0.0,67,0.5319148936170213,True,True,43.0,4
Good,67,103.0,1,39,23,1,0,96,1.0,5,5,26,5,32,4,2,2,7,64.0,3,3,0.0,43,0.5319148936170213,True,True,88.0,11
Good,91,242.0,38,116,20,0,0,100,122.0,7,7,20,0,30,0,0,0,4,,3,2,0.0,50,0.15600624024961,False,False,100.0,10
Good,85,164.0,4,90,34,0,0,100,122.0,7,7,37,2,76,3,1,1,2,,2,1,0.0,100,0.15600624024961,False,False,92.0,37
Good,85,320.0,17,104,18,0,0,94,46.0,7,6,46,0,17,0,0,0,3,75.0,1,2,0.0,27,0.15600624024961,True,False,39.0,12
Bad,62,134.0,2,9,7,0,0,100,122.0,7,7,15,6,13,36,2,2,44,,3,1,0.0,57,0.15600624024961,False,False,47.0,8
Good,72,157.0,1,66,48,0,0,96,22.0,7,6,53,6,17,0,1,1,16,87.0,5,4,2.0,39,0.15600624024961,True,False,91.0,20
Good,75,139.0,3,54,14,0,0,94,46.0,7,6,16,2,19,0,1,1,43,33.0,1,2,1.0,43,0.15600624024961,True,False,88.0,6
Bad,71,285.0,3,84,25,1,0,93,26.0,7,5,27,1,33,0,7,7,30,38.0,2,4,1.0,78,0.15600624024961,True,False,93.0,21
Bad,68,164.0,3,59,40,1,1,93,17.0,7,4,43,5,47,0,1,1,24,78.0,7,12,1.0,76,0.15600624024961,True,False,93.0,32
Good,74,178.0,3,54,24,0,0,100,122.0,7,7,25,6,28,2,1,1,21,,3,1,1.0,44,0.15600624024961,False,False,96.0,11
Good,55,139.0,11,61,22,1,0,71,13.0,7,5,24,1,33,0,2,2,28,26.0,5,3,4.0,67,0.15600624024961,True,False,92.0,16
Bad,60,410.0,7,124,29,0,0,97,20.0,7,6,32,1,25,1,2,2,70,56.0,10,4,3.0,83,0.15600624024961,True,False,91.0,26
Good,73,83.0,2,37,24,0,0,100,122.0,7,7,25,2,24,0,2,2,29,58.0,3,2,1.0,45,0.15600624024961,False,False,96.0,11
Good,81,141.0,3,59,34,1,0,97,54.0,7,5,37,3,51,0,1,1,4,94.0,2,2,0.0,44,0.15600624024961,True,False,92.0,16
Good,85,148.0,4,58,42,0,0,100,122.0,7,7,62,4,9,0,3,3,2,100.0,3,2,0.0,24,0.15600624024961,False,False,68.0,14
Good,73,237.0,4,100,39,0,0,95,62.0,7,6,40,2,58,4,1,1,56,89.0,4,2,1.0,60,0.15600624024961,True,False,98.0,24
Good,73,162.0,3,74,20,0,0,100,122.0,7,7,24,2,48,36,3,3,70,79.0,5,2,1.0,100,0.15600624024961,False,False,83.0,24
Bad,66,62.0,1,37,18,0,0,100,122.0,7,7,22,3,5,0,1,1,64,,9,1,3.0,85,0.15600624024961,False,False,82.0,18
Good,77,127.0,6,54,27,0,0,100,122.0,7,7,27,1,41,0,0,0,33,34.0,4,8,1.0,63,0.15600624024961,False,False,100.0,17
Bad,76,114.0,7,51,23,0,0,100,122.0,7,7,23,6,35,0,0,0,1,90.0,1,3,0.0,50,0.15600624024961,False,False,100.0,11
Bad,56,68.0,4,25,22,0,0,91,31.0,7,6,22,8,27,0,2,2,81,91.0,9,3,3.0,71,0.15600624024961,True,False,100.0,15
Bad,58,67.0,2,28,14,0,0,100,122.0,7,7,15,3,7,1,2,2,69,,9,1,2.0,83,0.15600624024961,False,False,93.0,12
Bad,67,170.0,1,83,14,0,0,87,20.0,7,6,15,2,27,0,0,0,86,89.0,4,3,2.0,58,0.15600624024961,True,False,93.0,8
Good,69,191.0,2,70,28,0,0,86,42.0,7,6,29,2,21,13,0,0,41,87.0,10,2,1.0,67,0.15600624024961,True,False,97.0,19
Good,86,404.0,1,101,24,0,0,97,16.0,7,6,29,3,24,18,0,0,3,48.0,4,1,0.0,38,0.15600624024961,True,False,83.0,11
Good,66,209.0,19,89,29,0,0,83,6.0,6,6,30,0,50,3,1,1,43,74.0,8,8,1.0,94,0.5319148936170213,True,True,97.0,28
Good,68,189.0,2,54,19,0,0,100,122.0,7,7,20,3,20,1,5,5,31,33.0,8,2,1.0,77,0.15600624024961,False,False,95.0,15
Bad,70,155.0,7,79,11,2,1,73,36.0,7,3,15,1,67,0,0,0,34,,1,1,0.0,100,0.15600624024961,True,False,73.0,15
Good,89,199.0,10,90,24,0,0,100,122.0,7,7,26,1,62,18,0,0,5,33.0,2,4,1.0,75,0.15600624024961,False,False,92.0,19
Bad,89,151.0,6,58,5,0,0,100,122.0,7,7,6,3,17,1,2,2,14,97.0,1,1,0.0,50,0.15600624024961,False,False,83.0,3
Good,65,121.0,16,68,21,0,0,95,14.0,7,6,21,0,24,36,0,0,87,30.0,5,2,4.0,78,0.15600624024961,True,False,100.0,16
Bad,76,325.0,6,79,20,0,0,95,11.0,6,6,20,1,45,0,3,2,3,64.0,2,4,0.0,80,0.5319148936170213,True,True,100.0,16
Good,85,166.0,11,81,22,0,0,100,122.0,7,7,22,1,36,0,0,0,0,55.0,0,2,0.0,29,0.15600624024961,False,False,100.0,6
Bad,65,208.0,6,65,37,0,0,100,122.0,7,7,37,4,14,0,2,2,47,65.0,13,3,6.0,73,0.15600624024961,False,False,100.0,27
Bad,77,311.0,7,144,27,1,1,96,47.0,7,2,44,2,29,6,0,0,3,77.0,1,2,0.0,17,0.15600624024961,True,False,61.0,7
Good,79,165.0,2,100,31,2,1,95,72.0,7,3,37,3,73,7,0,0,11,,2,1,0.0,60,0.15600624024961,True,False,84.0,22
Bad,77,252.0,4,54,24,0,0,100,122.0,7,7,37,3,42,3,2,2,15,78.0,4,5,1.0,64,0.15600624024961,False,False,65.0,23
Good,90,429.0,5,116,15,0,0,100,122.0,7,7,16,1,20,3,2,2,1,,1,2,0.0,11,0.15600624024961,False,False,94.0,1
Bad,75,255.0,5,102,30,0,0,100,122.0,7,7,32,2,13,0,1,1,39,95.0,7,2,4.0,53,0.15600624024961,False,False,94.0,16
Good,85,216.0,3,72,28,0,0,93,57.5,7,6,28,2,11,0,1,1,3,37.0,7,2,0.0,60,0.15600624024961,True,False,100.0,16
Bad,56,183.5,37,90,11,7,5,55,4.0,2,2,20,0,65,9,0,0,27,12.0,1,1,0.0,100,0.5319148936170213,True,True,55.0,20
Good,80,443.0,7,129,25,2,0,93,46.0,7,5,27,1,41,1,3,3,11,22.0,4,3,0.0,75,0.15600624024961,True,False,93.0,20
